Ключ проблемы,Идентификатор проблемы,Идентификатор родителя,Статус,Создано,Обновленo,Исполнитель,Пользовательское поле (Story Points),Тема,Создатель
DE-1433,254589,,Готово,19.10.2023 20:21 ,30.10.2023 23:22 ,norea,,Доразбор топика chat.chat.events,flerinvs
ANLP-1038,254569,,В работе,19.10.2023 17:56 ,17.05.2024 18:15 ,,,Классифайд,klekovkinve
ANL-2016,254243,,Готово,18.10.2023 16:47 ,08.11.2023 17:15 ,flerinvs,,Отчетность_road map,flerinvs
ANLP-1026,253196,,Готово,13.10.2023 13:26 ,18.10.2023 15:10 ,klekovkinve,2.0,Собрать рейтинг АН за сентябрь,klekovkinve
ANL-2012,253105,,Готово,13.10.2023 10:39 ,08.11.2023 17:15 ,mikhaelyanta,,Внесение новых ЦО по неипотечным сделкам,mikhaelyanta
ANL-2011,253091,,Готово,13.10.2023 10:32 ,08.11.2023 17:15 ,flerinvs,,расхождения ВТБ ,flerinvs
ANL-2010,253072,,Готово,13.10.2023 10:27 ,08.11.2023 17:15 ,flerinvs,,отчет для мидла,flerinvs
ANL-2005,252875,,Готово,12.10.2023 14:28 ,08.11.2023 17:15 ,flerinvs,,ЭР,flerinvs
ANL-2004,252872,,Готово,12.10.2023 14:26 ,08.11.2023 17:15 ,flerinvs,,необходимо подсветить отчеты по с продом,flerinvs
ANL-2003,252871,,Готово,12.10.2023 14:25 ,08.11.2023 17:15 ,flerinvs,,Сформировать форму - шаблон для сбора требований по отчетам,flerinvs
ANL-2002,252867,,Готово,12.10.2023 14:24 ,08.11.2023 17:15 ,flerinvs,,Перенести в свод данные по отчетам когноса,flerinvs
ANL-2001,252859,,Готово,12.10.2023 14:22 ,08.11.2023 17:15 ,flerinvs,,Отчет по компаниям  М2,flerinvs
ANL-2000,252856,,Закрыт,12.10.2023 14:21 ,01.12.2023 12:12 ,flerinvs,,Сделка онлайн сводка,flerinvs
ANL-1999,252854,,Готово,12.10.2023 14:20 ,08.11.2023 17:15 ,flerinvs,,Скрипты,flerinvs
SAD-23354,252806,,Готово,12.10.2023 13:21 ,20.10.2023 16:50 ,gavrilovaea,,Доработка ветки в джире,klekovkinve
ANLP-1024,252780,,В работе,12.10.2023 12:35 ,12.10.2023 12:37 ,,,Рыночная аналитика,klekovkinve
ANLP-1023,252745,,В работе,12.10.2023 11:42 ,12.10.2023 12:03 ,,,Электронная регистрация,klekovkinve
SAD-23267,252425,,Готово,11.10.2023 12:45 ,13.10.2023 09:25 ,ustinovas,,Доступ в Метрику,klekovkinve
ANL-1997,252410,,Готово,11.10.2023 12:28 ,08.11.2023 17:15 ,mikhaelyanta,,Выгрузка по СБР,mikhaelyanta
ANL-1995,252350,,Готово,11.10.2023 11:35 ,08.11.2023 17:15 ,flerinvs,,Отчет по закладным,flerinvs
ANL-1994,252334,,Готово,11.10.2023 11:11 ,08.11.2023 17:15 ,flerinvs,,Доработка отчета,flerinvs
ANL-1993,252299,,Готово,11.10.2023 09:48 ,08.11.2023 17:15 ,mikhaelyanta,,Корректировка показателя RR,mikhaelyanta
ANL-1990,252207,,Готово,10.10.2023 17:34 ,15.12.2023 18:13 ,mikhaelyanta,,Выгрузить сводную по защите и проверке по АНЧ,mikhaelyanta
ANL-1989,252149,,Backlog,10.10.2023 15:39 ,08.05.2024 12:15 ,mikhaelyanta,,Не тянется информация  по ФИО,mikhaelyanta
ANL-1987,251949,,Готово,10.10.2023 09:28 ,08.11.2023 17:15 ,mikhaelyanta,,Поиск потерянных заявок в рейтинге,mikhaelyanta
ANLP-1019,251825,,Готово,09.10.2023 15:19 ,10.11.2023 20:09 ,klekovkinve,3.0,Собрать верхнеуровневые данные для юнит-экономики,klekovkinve
SA-26,251781,,Hold,09.10.2023 13:38 ,30.01.2024 18:38 ,norea,,Разобрать топик crm-adapter.opportunity-result.event.change,mikhaelyanta
ANLP-1016,251738,,Готово,09.10.2023 12:51 ,12.10.2023 15:53 ,klekovkinve,5.0,Собрать отчет по тарифной карте,klekovkinve
DE-1423,251690,,Готово,09.10.2023 11:48 ,13.05.2024 17:48 ,norea,,Разобрать топик apartment-complex.developer.events,klekovkinve
ANLP-1012,251682,,Закрыт,09.10.2023 11:39 ,16.10.2023 14:43 ,klekovkinve,1.0,Обновить холдинги во внутреннем реестре,klekovkinve
ANL-1985,251659,,Готово,09.10.2023 10:57 ,08.11.2023 17:19 ,mikhaelyanta,,Пустой отчет по СМБ Откртыие,mikhaelyanta
ANL-1984,251625,,Готово,09.10.2023 09:34 ,08.11.2023 17:15 ,mikhaelyanta,,Внести информации о презакреплении сотрудников,mikhaelyanta
ANLP-1010,251575,,Закрыт,06.10.2023 22:04 ,22.01.2024 16:52 ,akimovma,2.0,Автоматизировать выгрузку для ANLP-1004,klekovkinve
ANLP-1009,251574,,Готово,06.10.2023 22:03 ,11.10.2023 19:29 ,klekovkinve,2.0,Сделать разовую выгрузку по ANLP-1004,klekovkinve
ANL-1983,251554,,В работе,06.10.2023 18:03 ,25.01.2024 17:38 ,flerinvs,,ПОДФТ_проверка на условие с удалением,flerinvs
ANL-1982,251543,,Готово,06.10.2023 17:42 ,08.11.2023 17:15 ,flerinvs,,квартальная сверка ПОДФТ,flerinvs
ANL-1981,251251,,Готово,06.10.2023 09:48 ,09.04.2024 09:57 ,mikhaelyanta,3.0,Переделать датасет для дашборда по СБР и ЭР,mikhaelyanta
ANL-1980,251221,,Готово,05.10.2023 19:42 ,08.11.2023 17:15 ,flerinvs,,перенос схем на рабочий миро,flerinvs
ANLP-1005,251214,,В работе,05.10.2023 18:55 ,25.01.2024 15:06 ,,,АНЧ,klekovkinve
ANL-1979,251064,,Готово,05.10.2023 12:46 ,08.11.2023 17:15 ,mikhaelyanta,,Внести планы на октябрь по ДКП,mikhaelyanta
ANL-1977,250982,,Готово,05.10.2023 10:19 ,08.11.2023 17:15 ,flerinvs,,сформировать список втб отчетов ,flerinvs
ANL-1976,250970,,Готово,05.10.2023 09:53 ,08.11.2023 17:15 ,flerinvs,,снилс_сверка с втб,flerinvs
ANL-1975,250886,,Готово,04.10.2023 17:28 ,08.11.2023 17:15 ,flerinvs,,Выгрузка для бухгалтерии,flerinvs
ANL-1974,250884,,Готово,04.10.2023 17:28 ,08.11.2023 17:15 ,flerinvs,,выгрузки для Картаева,flerinvs
ANL-1973,250804,,Готово,04.10.2023 14:51 ,27.11.2023 11:25 ,balitskayaav,,Неверная привязка ответственных по M2PRO,mikhaelyanta
ANL-1972,250803,,Закрыт,04.10.2023 14:49 ,25.01.2024 17:38 ,mikhaelyanta,,Описание отчетов,mikhaelyanta
ANL-1971,250790,,Закрыт,04.10.2023 14:26 ,25.01.2024 13:44 ,flerinvs,,Критические ошибки отчетах ВТБ,flerinvs
ANL-1970,250788,,Готово,04.10.2023 14:24 ,08.11.2023 17:15 ,mikhaelyanta,,Найти расхождения в отчете Дашборд 2.0 для Банка ВТБ,flerinvs
ANL-1969,250787,,Готово,04.10.2023 14:21 ,08.11.2023 17:15 ,mikhaelyanta,,"Сформировать макет ""Сводка СБР и ЭР""",flerinvs
ANL-1968,250607,,Готово,04.10.2023 09:32 ,08.11.2023 17:15 ,mikhaelyanta,,Внесение корректировок в отчет по Защите,mikhaelyanta
ANLP-995,250333,,Закрыт,03.10.2023 12:30 ,09.11.2023 13:43 ,klekovkinve,2.0,Провести сверку справочника АН с мастер-реестром ВТБ,klekovkinve
ANL-1966,250233,,Готово,03.10.2023 10:02 ,08.11.2023 17:15 ,flerinvs,,СУП отчет,flerinvs
ANL-1965,250230,,Закрыт,03.10.2023 09:53 ,23.11.2023 15:48 ,,,телеграм бот,flerinvs
ANL-1964,250212,,Готово,03.10.2023 09:21 ,08.11.2023 17:15 ,mikhaelyanta,,Корректировка отчета по Защите и Проверке,mikhaelyanta
ANL-1962,250134,,Готово,02.10.2023 17:28 ,08.11.2023 17:15 ,mikhaelyanta,,Отчет для мидл,mikhaelyanta
ANL-1961,250065,,Готово,02.10.2023 15:47 ,08.11.2023 17:15 ,mikhaelyanta,,Проставить роли в сделкам с ДКП,mikhaelyanta
ANL-1958,249857,,Готово,02.10.2023 10:28 ,08.11.2023 17:15 ,flerinvs,,Кинуть на крон отчет по цессиям,flerinvs
ANL-1957,249824,,Готово,02.10.2023 09:08 ,25.01.2024 13:40 ,flerinvs,,починить отчеты,flerinvs
ANL-1956,249823,,Готово,02.10.2023 09:07 ,08.11.2023 17:15 ,flerinvs,,"Добавить ""глаз"" в ремонты втб",flerinvs
ANL-1955,249822,,Готово,02.10.2023 09:05 ,08.11.2023 17:15 ,flerinvs,,подготовка дэшборда для встречи с продажами,flerinvs
ANL-1954,249821,,Закрыт,02.10.2023 09:04 ,23.11.2023 15:49 ,,,автоматизация файла Алисы,flerinvs
ANL-1953,249820,,Готово,02.10.2023 09:01 ,08.11.2023 17:15 ,flerinvs,,Схема по ПОДФТ,flerinvs
ANL-1952,249819,,Готово,02.10.2023 09:01 ,08.11.2023 17:15 ,flerinvs,,пересобрать подфт Куляшовой,flerinvs
SAD-22955,249689,,Готово,29.09.2023 16:25 ,03.10.2023 11:54 ,gavrilovaea,,Вопрос по смене пароля,klekovkinve
ANL-1949,249392,,Готово,28.09.2023 17:13 ,08.11.2023 17:15 ,mikhaelyanta,,"Убрать таблицу  ""USER_MELIKYANVV"".vtb_anch",mikhaelyanta
IBD-302,249365,,Backlog,28.09.2023 16:21 ,31.05.2024 14:44 ,akimovma,,Перевести скрипты по выдачам РБ на новый источник (CRM),klekovkinve
ANLP-988,249338,,Закрыт,28.09.2023 15:40 ,20.10.2023 20:53 ,klekovkinve,2.0,Проверить топик CRM на предмет данных о выдачах,klekovkinve
ANL-1948,249038,,Готово,27.09.2023 18:55 ,08.11.2023 17:15 ,mikhaelyanta,,Добавить ручную сделку по ДКП,mikhaelyanta
ANLP-986,248656,,Готово,26.09.2023 18:39 ,05.10.2023 18:55 ,klekovkinve,2.0,"Проверить, почему не хватает данных по детям в ИБ",klekovkinve
ANLP-985,248655,,Готово,26.09.2023 18:37 ,05.10.2023 18:55 ,klekovkinve,2.0,Описать методологию рейтинга АН в confluence,klekovkinve
ANL-1947,248329,,Готово,25.09.2023 18:52 ,08.11.2023 17:15 ,flerinvs,,перенос процесса от парса данных с овнклауда на яндекс,flerinvs
ANL-1946,247867,,Готово,22.09.2023 13:20 ,08.11.2023 17:15 ,flerinvs,,эз втб,flerinvs
DE-1413,247639,,Готово,21.09.2023 15:17 ,18.10.2023 11:00 ,davydovae,2.0,Не создается  DM_CONTRACT_KIT,mikhaelyanta
ANL-1945,247340,,Готово,20.09.2023 13:19 ,08.11.2023 17:15 ,flerinvs,,обновить отчет Сделки М2 ЭР,flerinvs
ANL-1943,246977,,Готово,19.09.2023 12:53 ,08.11.2023 17:15 ,mikhaelyanta,,Посчитать регионы присутствия м2,mikhaelyanta
ANL-1942,246935,,Готово,19.09.2023 11:41 ,08.11.2023 17:15 ,mikhaelyanta,,Выгрузка пользователей по ИНН,mikhaelyanta
SAD-22640,246744,,Готово,18.09.2023 16:11 ,06.10.2023 15:52 ,ustinovas,,Падает заряд батареи,klekovkinve
ANL-1940,246656,,Готово,18.09.2023 14:12 ,08.11.2023 17:15 ,mikhaelyanta,,"Выгрузка банк ""Открытие МСБ""",mikhaelyanta
ANLP-972,246578,,Готово,18.09.2023 11:47 ,22.09.2023 17:05 ,akimovma,2.0,Собрать информацию по активностям (Акимов),klekovkinve
ANLP-971,246576,,Готово,18.09.2023 11:46 ,20.09.2023 13:59 ,klekovkinve,2.0,Собрать информацию по активностям (Клековкин),klekovkinve
ANL-1938,246545,,Готово,18.09.2023 10:38 ,08.11.2023 17:15 ,flerinvs,,разбить скрипт,flerinvs
ANL-1937,246519,,Готово,18.09.2023 09:49 ,08.11.2023 17:15 ,mikhaelyanta,,Выгрузка по СО,mikhaelyanta
ANL-1936,246517,,Закрыт,18.09.2023 09:48 ,25.03.2024 16:09 ,flerinvs,,автоматизация отчета,flerinvs
ANL-1935,246486,,Backlog,17.09.2023 20:52 ,27.03.2024 11:59 ,flerinvs,,Сформировать запрос на разбор ,flerinvs
ANL-1934,246444,,Готово,15.09.2023 18:26 ,08.11.2023 17:15 ,flerinvs,,Перенести на крон отчеты первого приоритета,flerinvs
ANLP-969,246427,,Готово,15.09.2023 16:59 ,05.10.2023 18:56 ,klekovkinve,3.0,Собрать профили по банкам за 2023,klekovkinve
ANL-1931,246163,,Готово,14.09.2023 15:22 ,08.11.2023 17:15 ,mikhaelyanta,,Разбор отчетов Наташи,mikhaelyanta
SAD-22560,245836,,Готово,13.09.2023 16:03 ,14.09.2023 15:09 ,ustinovas,,предоставление доступа GL,flerinvs
ANL-1928,245790,,Закрыт,13.09.2023 14:03 ,31.05.2024 18:06 ,flerinvs,1.0,Перенос отчетности с когноса на СС(оценка),flerinvs
ANL-1927,245780,,Готово,13.09.2023 13:47 ,08.11.2023 17:15 ,flerinvs,,"Документация по отчету ""Сделке онлайн""",flerinvs
ANL-1925,245380,,Готово,12.09.2023 12:52 ,08.11.2023 17:15 ,flerinvs,,Отчетность,flerinvs
ANL-1924,245271,,Готово,12.09.2023 09:40 ,08.11.2023 17:15 ,mikhaelyanta,,Проверить выгрузку для отчета ВТБ ГРМ,mikhaelyanta
ANL-1923,245184,,Backlog,11.09.2023 17:19 ,25.01.2024 17:55 ,mikhaelyanta,,"Добавить в регулярную раскатку ""MART_ALL_DEALS"".""ALL_SALES""",mikhaelyanta
SA-55,245131,,Backlog,11.09.2023 15:24 ,19.02.2024 14:32 ,norea,,"Пустые значения в ""ODS_VTB_LETTER_OF_CREDIT"".""EVENT""",mikhaelyanta
ANL-1920,244867,,Готово,08.09.2023 19:50 ,21.03.2024 10:09 ,flerinvs,5.0,Формирование реестра отчетов(рассылок),flerinvs
ANLP-963,244865,,Готово,08.09.2023 18:32 ,12.09.2023 20:15 ,klekovkinve,2.0,Восстановить ИНН по агентствам,klekovkinve
ANLP-962,244767,,Готово,08.09.2023 14:39 ,21.09.2023 20:13 ,klekovkinve,3.0,Подготовить рейтинг АН,klekovkinve
ANL-1919,244426,,Готово,07.09.2023 12:33 ,15.05.2024 11:21 ,mikhaelyanta,,Добавить фильтр в отчет по защите,mikhaelyanta
ANL-1918,244396,,Backlog,07.09.2023 11:37 ,25.01.2024 17:23 ,,,"Не подтягивается ereg_state_code в ""MART_SBR"".""REGULAR_REPORT""",mikhaelyanta
ANL-1913,244315,,Готово,06.09.2023 19:38 ,08.11.2023 17:15 ,flerinvs,,Автоматизация отчетности,flerinvs
ANL-1912,244255,,Закрыт,06.09.2023 17:13 ,25.01.2024 17:37 ,mikhaelyanta,,справочник M2PRO DEVELOPER,mikhaelyanta
ANL-1911,244216,236715,Готово,06.09.2023 15:29 ,10.11.2023 11:26 ,mikhaelyanta,,Ошибка по доле ЭР ГЖ,mikhaelyanta
ANL-1910,244164,,Закрыт,06.09.2023 13:22 ,06.12.2023 15:47 ,,,Отправка дебиторской задолженности ,flerinvs
ANL-1907,244070,,Готово,06.09.2023 10:47 ,08.11.2023 17:15 ,mikhaelyanta,,Поиск продажи по сотруднику,mikhaelyanta
ANL-1906,244028,,Закрыт,06.09.2023 09:59 ,20.09.2023 11:16 ,flerinvs,,"отчет для пилота с ВТБ, чаты",flerinvs
DE-1398,243989,,Cancel,05.09.2023 18:57 ,12.10.2023 18:30 ,norea,,Не хватает данных в ODS_MORTGAGE (>80%),klekovkinve
ANL-1904,243944,,Готово,05.09.2023 16:47 ,08.11.2023 17:15 ,flerinvs,,"Починить отчет ""ВТБ Дашборд""",flerinvs
DE-1395,243775,,Готово,05.09.2023 12:03 ,22.09.2023 10:47 ,ginsburgea,1.0,Создать справочник GUARANTEE/CORRECTION,mikhaelyanta
ANL-1901,243707,,Готово,05.09.2023 10:03 ,08.11.2023 17:15 ,mikhaelyanta,,Сделка онлайн статистика на 03.09.2023,mikhaelyanta
ANL-1899,243497,,Готово,04.09.2023 12:19 ,08.11.2023 17:15 ,flerinvs,,Определить неиспользуемые отчеты в когнос ,flerinvs
ANLP-951,243459,,Готово,04.09.2023 11:06 ,22.09.2023 17:06 ,klekovkinve,5.0,Собрать дашборд по выдачам,klekovkinve
ANLP-950,243457,,Закрыт,04.09.2023 11:05 ,17.05.2024 16:29 ,klekovkinve,,Собрать новый дашборд по воронке ИБ,klekovkinve
SAD-22243,243029,,Готово,31.08.2023 17:32 ,01.09.2023 08:59 ,gavrilovaea,,Сформировать репозиторий на гитлабе,flerinvs
DE-1391,242865,,Готово,31.08.2023 10:51 ,15.09.2023 13:31 ,norea,1.0,"Дубли в ""ODS_EMAIL"".""POS_WEEKLY""",mikhaelyanta
DE-1390,242842,,Готово,31.08.2023 09:54 ,09.10.2023 10:34 ,ginsburgea,1.0,Добавить столбцы в словарь M2PRO_DEVELOPER,mikhaelyanta
ANL-1898,242715,,Закрыт,30.08.2023 18:43 ,30.08.2023 18:47 ,flerinvs,,Дашборд по чатам,flerinvs
ANL-1897,242674,,Закрыт,30.08.2023 16:54 ,11.09.2023 15:31 ,mikhaelyanta,,"Исправить ошибку в ""ODS_EMAIL"".""POS_WEEKLY""",mikhaelyanta
ANLP-947,242537,,Готово,30.08.2023 13:39 ,11.09.2023 11:50 ,klekovkinve,3.0,Пересобрать датасет для рекомен. ИБ,klekovkinve
ANLP-946,242534,228111,Закрыт,30.08.2023 13:35 ,30.08.2023 13:40 ,klekovkinve,,Пересобрать датасет для рекомен. ИБ,klekovkinve
ANL-1896,242340,,В работе,29.08.2023 18:50 ,15.02.2024 14:15 ,mikhaelyanta,,"Дубли в ""MART_ALL_DEALS"".""ALL_SALES""",klekovkinve
ANL-1895,242149,,Готово,29.08.2023 13:05 ,29.12.2023 08:31 ,mikhaelyanta,,Автоматизировать Акты по Защите и Проверке,mikhaelyanta
ANLP-938,241910,,Готово,28.08.2023 18:54 ,08.09.2023 18:32 ,klekovkinve,5.0,Разобраться с рейтингом АНЧ,klekovkinve
ANL-1891,241514,,Готово,25.08.2023 16:09 ,08.11.2023 17:15 ,flerinvs,,Автоматизация отчетов _этап 2 ,flerinvs
ANL-1890,241481,,Backlog,25.08.2023 14:20 ,25.01.2024 17:27 ,flerinvs,,Ошибка в КДКП,flerinvs
DE-1385,241358,,Готово,25.08.2023 10:30 ,25.08.2023 12:18 ,davydovae,1.0,"обновить ""ODS_EMAIL"".""POS_WEEKLY",mikhaelyanta
DE-1384,241230,,Готово,24.08.2023 14:50 ,29.01.2024 13:27 ,yumatovad,1.0,Создать схему DM_CHAT,flerinvs
ANL-1888,241192,,Готово,24.08.2023 13:37 ,08.11.2023 17:15 ,flerinvs,,Доп задачи в рамках  ANL-1870 ,flerinvs
ANL-1887,241190,,Готово,24.08.2023 13:34 ,08.11.2023 17:15 ,mikhaelyanta,,Выгрузка по СБР,mikhaelyanta
ANLP-931,241147,,Готово,24.08.2023 12:30 ,05.09.2023 19:03 ,klekovkinve,1.0,Завести багрепорт по объекту ОН ИБ,klekovkinve
ANL-1886,241049,,Закрыт,24.08.2023 09:54 ,31.08.2023 16:57 ,flerinvs,,Оптимизация отчета,flerinvs
ANLP-928,240974,,Закрыт,23.08.2023 18:48 ,17.05.2024 16:28 ,klekovkinve,3.0,Исправить даты в дашборде по банк реквестам,klekovkinve
ANL-1885,240873,,Готово,23.08.2023 14:48 ,08.11.2023 17:15 ,flerinvs,,Автоматизация ,flerinvs
ANL-1884,240852,,Закрыт,23.08.2023 13:56 ,25.08.2023 16:05 ,flerinvs,,Доработка отчета ,flerinvs
ANL-1883,240644,,Готово,22.08.2023 17:40 ,08.11.2023 17:15 ,mikhaelyanta,,Прикрепление сотрудников к ТП,mikhaelyanta
ANLP-925,240630,,Закрыт,22.08.2023 16:43 ,17.05.2024 16:28 ,klekovkinve,,Создать дашборд по статусам когорт,klekovkinve
ANLP-924,240622,,Готово,22.08.2023 16:27 ,04.09.2023 11:05 ,klekovkinve,3.0,Начать пересборку дашборда по воронке брокера,klekovkinve
DE-1383,240567,,Готово,22.08.2023 14:17 ,29.01.2024 13:27 ,yumatovad,1.0,Cоздать схему MART_CHAT,flerinvs
DE-1382,240566,,Готово,22.08.2023 14:17 ,29.01.2024 13:27 ,davydovae,0.0,Cоздать схему MART_CHAT,flerinvs
ANLP-922,240505,,Готово,22.08.2023 12:13 ,28.08.2023 11:27 ,klekovkinve,3.0,Забрать дела у Вагана,klekovkinve
ANLP-921,240501,,Закрыт,22.08.2023 12:04 ,04.09.2023 11:00 ,,,тест,klekovkinve
ANL-1881,240379,,Готово,22.08.2023 10:02 ,08.11.2023 17:15 ,mikhaelyanta,,Проверка справочника ODS_VTB_DICT.VTB_USER_OFFICE_CORRECTION,mikhaelyanta
ANL-1880,240256,,Ревью,21.08.2023 16:20 ,27.03.2024 11:59 ,mikhaelyanta,,"Создание отчета ""АНЧ платящие""",mikhaelyanta
ANL-1879,240192,,Готово,21.08.2023 13:42 ,08.11.2023 17:15 ,mikhaelyanta,,Выгрузка неипотечных сделок для Росбанка,mikhaelyanta
ANL-1877,239920,,Закрыт,18.08.2023 18:43 ,25.08.2023 14:22 ,flerinvs,,"Сформировать документацию для отчета ""Отчет по компаниям""",flerinvs
ANL-1876,239479,,Готово,17.08.2023 12:33 ,08.11.2023 17:15 ,flerinvs,,разработать скрипт-форму для проведения интервью с заказчиками,flerinvs
ANL-1875,239305,,Закрыт,16.08.2023 16:23 ,25.01.2024 17:35 ,mikhaelyanta,,Не обновляется отчет Отчет_по_лидам_на_СБР_от_фронт_линии,mikhaelyanta
ANL-1873,238384,,Закрыт,14.08.2023 11:36 ,01.09.2023 12:47 ,flerinvs,, Репозиторий с BI отчетностью,flerinvs
ANL-1872,238335,,Закрыт,14.08.2023 10:31 ,28.08.2023 10:00 ,flerinvs,,Автоматизация отчетов _этап 1 ,flerinvs
ANL-1869,237264,,Готово,08.08.2023 16:00 ,08.05.2024 12:15 ,mikhaelyanta,,Создание отчета по ЭР для Открытия,mikhaelyanta
ANL-1868,236715,,Закрыт,04.08.2023 15:28 ,15.12.2023 18:13 ,mikhaelyanta,,"Корректировка отчета по доле СБР/ЭР, ДКП, КС в ипотеке ВТБ ГЖ по офисам",mikhaelyanta
ANL-1867,236666,,Готово,04.08.2023 13:46 ,08.11.2023 17:15 ,mikhaelyanta,,Обновление словаря SALES_EMPLOYEE_HIERARCHY,mikhaelyanta
SAD-21564,236570,,Готово,04.08.2023 10:12 ,04.08.2023 12:52 ,koptsevey,,Установка ПО,flerinvs
SAD-21553,236451,,Готово,03.08.2023 15:32 ,07.08.2023 14:45 ,ustinovas,,Права на редактирование в GL,flerinvs
SAD-21544,236352,,Готово,03.08.2023 10:57 ,20.10.2023 17:26 ,rysbaevvr,,Сформировать_уз,flerinvs
DE-1371,235950,,Готово,01.08.2023 17:38 ,04.08.2023 15:28 ,permyakovana,,"Обновить структуру таблицы ""ODS_EMAIL"".""POS_WEEKLY""",mikhaelyanta
SAD-21494,235879,,Готово,01.08.2023 13:54 ,01.08.2023 17:05 ,kitaevaus,,Установка приложений,flerinvs
DVP-3098,235876,,Готово,01.08.2023 13:50 ,31.01.2024 12:51 ,sabirovtv,,Предоставление доступов,flerinvs
ANL-1865,235339,,Закрыт,28.07.2023 13:23 ,12.02.2024 12:38 ,,,Перенести ИБ на новый разбор,klekovkinve
DVP-3089,235180,,Готово,27.07.2023 16:59 ,31.01.2024 13:17 ,sabirovtv,,доступ в ClickHouse,mikhaelyanta
ANL-1863,234697,,Готово,25.07.2023 18:04 ,08.11.2023 17:15 ,mikhaelyanta,,Добавить фильтр в отчет по ЛК,mikhaelyanta
ANL-1862,234694,,Готово,25.07.2023 18:02 ,26.01.2024 16:32 ,mikhaelyanta,,Переделать отчет по Неипотечным сделкам,mikhaelyanta
ANL-1860,234631,,Закрыт,25.07.2023 15:54 ,12.02.2024 12:38 ,,,Проверить доступность смс-ок и кода при регистрации ,klekovkinve
DE-1362,233374,,Готово,19.07.2023 08:49 ,06.09.2023 11:00 ,fedotovap,2.0,Доразбор топика COMPANY_BRANCH_EVENT,mikhaelyanta
DE-1361,233373,,Cancel,19.07.2023 08:37 ,07.08.2023 10:52 ,norea,,Вытащить атрибут isActive на ODS COMPANY_BRANCH_EVENT,mikhaelyanta
ANLP-835,233199,,Готово,18.07.2023 13:04 ,12.10.2023 16:09 ,klekovkinve,,Собрать отчет по выдачам для Рината,klekovkinve
ANLP-828,232501,,Готово,13.07.2023 19:36 ,12.10.2023 16:09 ,klekovkinve,,Собрать данные для маркетинга,klekovkinve
DE-1359,232216,,Готово,12.07.2023 17:03 ,17.07.2023 11:33 ,fedotovap,,Изменить порядок раскатки,mikhaelyanta
ANL-1859,232108,,В работе,12.07.2023 12:35 ,15.02.2024 14:15 ,mikhaelyanta,,"Проверить маппинг бранчей в ""MART_AUTH"".""VTB_EMPLOYEE_STRUCTURE_HISTORY""",klekovkinve
SAD-21035,232047,,Готово,12.07.2023 10:38 ,20.10.2023 17:35 ,slyozinnv,,права в GitLab,mikhaelyanta
SAD-20949,231257,,Готово,07.07.2023 14:28 ,20.10.2023 17:24 ,koptsevey,,Доступ в БД ЛК,klekovkinve
SAD-20909,230751,,Готово,05.07.2023 16:45 ,05.07.2023 17:42 ,slyozinnv,,установка Python,mikhaelyanta
CRM-149,230493,,Готово,04.07.2023 18:28 ,28.08.2023 19:54 ,filatovmv,,Обновить триггеры в crm-adapter.opportunity.result.event,klekovkinve
SAD-20841,230180,,Готово,03.07.2023 16:57 ,20.10.2023 17:44 ,kitaevaus,,Выдача доступов и установка драйвера,mikhaelyanta
DE-1356,230132,,Готово,03.07.2023 14:56 ,01.08.2023 10:33 ,permyakovana,1.0,Создать справочник ODS_VTB_DICT.VTB_USER_OFFICE_CORRECTION,klekovkinve
SAD-20721,229019,,Готово,27.06.2023 14:13 ,26.12.2023 14:33 ,gavrilovaea,, установка ПО,mikhaelyanta
SAD-20715,228983,,Готово,27.06.2023 13:23 ,27.06.2023 16:16 ,gavrilovaea,,установка ПО,mikhaelyanta
DE-1343,226841,,Готово,16.06.2023 15:34 ,29.01.2024 11:18 ,norea,3.0,Не разбирается атрибут companyBranchAssignmentDateEvent в ODS3_AUTH,klekovkinve
SAD-20470,226742,,Готово,16.06.2023 13:07 ,19.06.2023 11:51 ,koptsevey,,Замена ноутбука,klekovkinve
SAD-20359,225627,,Готово,09.06.2023 19:01 ,15.06.2023 12:26 ,koptsevey,,Добавить оперативную память,klekovkinve
DE-1326,222714,,Готово,30.05.2023 14:05 ,13.06.2023 09:35 ,fedotovap,1.0,Добавить вьюхи в раскатку на DM_MORTGAGE_BI,klekovkinve
DE-1319,221852,,Готово,25.05.2023 18:23 ,19.03.2024 15:58 ,yumatovad,2.0,"Баги в ""ODS2_PERSON_SNAPSHOT"".""EVENT""",klekovkinve
ANL-1864,220841,,Закрыт,22.05.2023 19:32 ,12.02.2024 12:38 ,,,Проверить недостающие заявки в ИБ,klekovkinve
DE-1311,220371,,Готово,19.05.2023 14:15 ,25.05.2023 17:03 ,permyakovana,,Добавить в раскатку MART_MORTGAGE.BANK_REQUEST_UNIQUE,klekovkinve
DE-1306,219772,,Готово,17.05.2023 13:07 ,29.01.2024 11:18 ,permyakovana,2.0,Не хватает данных в ODS_MORTGAGE BANK_REQUEST,klekovkinve
ANL-1853,219349,,Готово,16.05.2023 12:22 ,08.11.2023 17:19 ,mikhaelyanta,,Исправить ошибку в MartAuth_VtbEmployeeStructureHistory,klekovkinve
ANLP-720,218539,,Готово,11.05.2023 18:40 ,12.10.2023 16:11 ,klekovkinve,,"Добавить категорию ""Все банки"" в дашборд по банкам",klekovkinve
ANLP-709,217538,,Готово,04.05.2023 19:42 ,12.10.2023 16:09 ,klekovkinve,,Собрать статистику по заявкам для Рината,klekovkinve
